rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,tournament,year,winner,loser,stroke_type_english,clip_name
17,15.0,0:18:29,27728.0,10,7,A,3,殺球,,,1.0,6.0,484.0,599.0,2.0,15.0,428.0,341.0,出界,對手出界,B,,9.0,567.0,637.0,8.0,670.0,372.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally17_ball15_Smash.mp4
18,3.0,0:18:51,28288.0,10,8,B,2,長球,1.0,,2.0,4.0,760.0,328.0,1.0,3.0,812.0,641.0,,,,,6.0,773.0,329.0,8.0,667.0,576.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally18_ball3_Clear.mp4
18,8.0,0:18:55,28392.0,10,8,A,2,殺球,,,1.0,8.0,525.0,606.0,2.0,8.0,630.0,355.0,,,,,8.0,554.0,610.0,8.0,598.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally18_ball8_Smash.mp4
18,11.0,0:18:57,28446.0,10,8,B,2,長球,,,2.0,8.0,534.0,331.0,1.0,4.0,471.0,631.0,,,,,8.0,589.0,332.0,8.0,616.0,573.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally18_ball11_Clear.mp4
18,12.0,0:18:58,28471.0,10,8,A,2,長球,,,2.0,4.0,471.0,631.0,1.0,5.0,517.0,331.0,,,,,8.0,490.0,618.0,8.0,611.0,350.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally18_ball12_Clear.mp4
18,13.0,0:18:59,28498.0,10,8,B,2,長球,,,2.0,5.0,517.0,331.0,1.0,4.0,479.0,635.0,,,,,8.0,551.0,334.0,8.0,591.0,582.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally18_ball13_Clear.mp4
18,17.0,0:19:04,28621.0,10,8,B,2,長球,1.0,,2.0,4.0,763.0,326.0,1.0,4.0,468.0,634.0,,,,,8.0,735.0,330.0,8.0,673.0,549.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally18_ball17_Clear.mp4
19,2.0,0:19:26,29167.0,11,8,A,2,殺球,1.0,,1.0,9.0,776.0,632.0,2.0,8.0,717.0,357.0,,,,,9.0,745.0,644.0,8.0,643.0,355.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally19_ball2_Smash.mp4
19,4.0,0:19:28,29208.0,11,8,A,2,長球,1.0,,2.0,9.0,780.0,630.0,1.0,9.0,533.0,323.0,,,,,9.0,769.0,647.0,8.0,655.0,354.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally19_ball4_Clear.mp4
19,5.0,0:19:29,29239.0,11,8,B,2,長球,,,2.0,9.0,533.0,323.0,1.0,8.0,779.0,624.0,,,,,8.0,554.0,334.0,8.0,633.0,581.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally19_ball5_Clear.mp4
19,6.0,0:19:30,29266.0,11,8,A,2,長球,1.0,,2.0,8.0,779.0,624.0,1.0,3.0,528.0,315.0,,,,,9.0,738.0,647.0,8.0,645.0,356.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally19_ball6_Clear.mp4
19,7.0,0:19:31,29296.0,11,8,B,3,長球,,,2.0,3.0,528.0,315.0,1.0,13.0,837.0,675.0,出界,對手出界,A,,8.0,563.0,337.0,8.0,639.0,591.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally19_ball7_Clear.mp4
20,2.0,0:20:56,31420.0,11,9,B,2,長球,1.0,,2.0,9.0,722.0,326.0,1.0,9.0,707.0,630.0,,,,,8.0,724.0,346.0,8.0,669.0,564.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally20_ball2_Clear.mp4
20,3.0,0:20:58,31450.0,11,9,A,3,殺球,1.0,,1.0,9.0,707.0,630.0,2.0,11.0,848.0,335.0,出界,對手出界,B,,9.0,671.0,642.0,8.0,667.0,348.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally20_ball3_Smash.mp4
21,5.0,0:21:13,31828.0,12,9,B,3,殺球,,,2.0,9.0,552.0,326.0,1.0,12.0,977.0,631.0,出界,對手出界,A,,8.0,625.0,339.0,8.0,666.0,572.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally21_ball5_Smash.mp4
22,10.0,0:21:41,32533.0,13,9,B,2,長球,,,2.0,9.0,536.0,327.0,1.0,8.0,516.0,611.0,,,,,8.0,570.0,331.0,8.0,645.0,565.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally22_ball10_Clear.mp4
22,11.0,0:21:42,32556.0,13,9,A,2,殺球,,,1.0,8.0,516.0,611.0,2.0,8.0,594.0,358.0,,,,,8.0,538.0,624.0,8.0,602.0,341.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally22_ball11_Smash.mp4
23,4.0,0:22:02,33074.0,14,9,B,2,長球,1.0,,2.0,8.0,734.0,330.0,1.0,8.0,749.0,620.0,,,,,8.0,702.0,350.0,8.0,676.0,577.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally23_ball4_Clear.mp4
24,3.0,0:22:25,33646.0,14,10,A,2,長球,1.0,,2.0,8.0,787.0,620.0,1.0,4.0,775.0,326.0,,,,,8.0,712.0,618.0,8.0,655.0,365.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball3_Clear.mp4
24,4.0,0:22:26,33672.0,14,10,B,2,殺球,1.0,,1.0,4.0,775.0,326.0,2.0,5.0,816.0,566.0,,,,,6.0,776.0,330.0,8.0,688.0,591.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally24_ball4_Smash.mp4
24,7.0,0:22:29,33737.0,14,10,A,2,長球,,,2.0,4.0,458.0,631.0,1.0,5.0,515.0,332.0,,,,,8.0,553.0,625.0,8.0,646.0,363.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball7_Clear.mp4
24,8.0,0:22:30,33760.0,14,10,B,2,殺球,,,1.0,5.0,515.0,332.0,2.0,8.0,750.0,559.0,,,,,5.0,501.0,340.0,8.0,598.0,588.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally24_ball8_Smash.mp4
24,11.0,0:22:33,33831.0,14,10,A,2,長球,,,2.0,4.0,481.0,636.0,1.0,5.0,521.0,330.0,,,,,9.0,522.0,636.0,8.0,652.0,376.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball11_Clear.mp4
24,12.0,0:22:34,33861.0,14,10,B,2,長球,,,2.0,5.0,521.0,330.0,1.0,6.0,462.0,629.0,,,,,3.0,507.0,324.0,8.0,599.0,585.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball12_Clear.mp4
24,13.0,0:22:35,33887.0,14,10,A,2,長球,,,2.0,6.0,462.0,629.0,1.0,9.0,529.0,323.0,,,,,9.0,504.0,639.0,8.0,581.0,342.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball13_Clear.mp4
24,14.0,0:22:36,33919.0,14,10,B,2,長球,,,2.0,9.0,529.0,323.0,1.0,9.0,510.0,640.0,,,,,5.0,526.0,330.0,8.0,587.0,578.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball14_Clear.mp4
24,17.0,0:22:39,33998.0,14,10,A,2,長球,,,2.0,9.0,507.0,634.0,1.0,8.0,750.0,334.0,,,,,9.0,541.0,634.0,8.0,635.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally24_ball17_Clear.mp4
25,11.0,0:23:25,35145.0,15,10,B,2,殺球,,,1.0,3.0,489.0,324.0,2.0,8.0,549.0,564.0,,,,,3.0,480.0,325.0,8.0,605.0,586.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally25_ball11_Smash.mp4
25,16.0,0:23:29,35231.0,15,10,A,2,殺球,,,1.0,8.0,559.0,562.0,2.0,8.0,627.0,361.0,,,,,8.0,642.0,590.0,8.0,665.0,364.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally25_ball16_Smash.mp4
27,5.0,0:24:26,36666.0,17,10,A,2,殺球,,,1.0,9.0,511.0,633.0,2.0,8.0,552.0,357.0,,,,,9.0,530.0,635.0,8.0,625.0,358.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally27_ball5_Smash.mp4
27,7.0,0:24:28,36701.0,17,10,A,2,殺球,,,1.0,9.0,503.0,631.0,2.0,8.0,711.0,353.0,,,,,9.0,561.0,637.0,8.0,619.0,351.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally27_ball7_Smash.mp4
27,10.0,0:24:30,36764.0,17,10,B,2,長球,,,2.0,9.0,544.0,322.0,1.0,9.0,513.0,639.0,,,,,9.0,567.0,324.0,8.0,625.0,578.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball10_Clear.mp4
27,14.0,0:24:34,36872.0,17,10,B,2,長球,,,2.0,3.0,518.0,322.0,1.0,5.0,820.0,626.0,,,,,8.0,554.0,331.0,8.0,625.0,562.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball14_Clear.mp4
27,15.0,0:24:35,36899.0,17,10,A,2,長球,1.0,,2.0,5.0,820.0,626.0,1.0,4.0,760.0,318.0,,,,,8.0,748.0,629.0,8.0,641.0,346.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball15_Clear.mp4
27,16.0,0:24:37,36933.0,17,10,B,2,長球,1.0,,2.0,4.0,760.0,318.0,1.0,3.0,812.0,633.0,,,,,6.0,776.0,331.0,8.0,700.0,584.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball16_Clear.mp4
27,21.0,0:24:42,37070.0,17,10,A,2,長球,,,2.0,4.0,478.0,643.0,1.0,3.0,524.0,324.0,,,,,9.0,534.0,640.0,8.0,610.0,369.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball21_Clear.mp4
27,22.0,0:24:44,37107.0,17,10,B,2,殺球,,,1.0,3.0,524.0,324.0,2.0,8.0,793.0,563.0,,,,,8.0,526.0,334.0,8.0,614.0,587.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally27_ball22_Smash.mp4
27,30.0,0:24:53,37345.0,17,10,B,2,長球,1.0,,2.0,9.0,701.0,322.0,1.0,9.0,495.0,646.0,,,,,9.0,664.0,321.0,8.0,658.0,572.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball30_Clear.mp4
27,34.0,0:24:58,37462.0,17,10,B,2,長球,,,2.0,8.0,531.0,330.0,1.0,4.0,444.0,650.0,,,,,8.0,597.0,329.0,8.0,635.0,557.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball34_Clear.mp4
27,35.0,0:24:59,37489.0,17,10,A,2,長球,,,2.0,4.0,444.0,650.0,1.0,3.0,501.0,320.0,,,,,9.0,506.0,639.0,8.0,602.0,344.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball35_Clear.mp4
27,36.0,0:25:00,37520.0,17,10,B,2,長球,,,2.0,3.0,501.0,320.0,1.0,4.0,451.0,647.0,,,,,5.0,499.0,332.0,8.0,593.0,586.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball36_Clear.mp4
27,44.0,0:25:08,37723.0,17,10,B,3,長球,,1.0,2.0,9.0,744.0,325.0,1.0,12.0,967.0,653.0,出界,對手出界,A,,8.0,681.0,340.0,8.0,689.0,553.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally27_ball44_Clear.mp4
28,4.0,0:25:38,38465.0,18,10,B,2,長球,,1.0,2.0,9.0,742.0,326.0,1.0,8.0,778.0,629.0,,,,,9.0,688.0,323.0,8.0,680.0,569.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally28_ball4_Clear.mp4
28,5.0,0:25:39,38494.0,18,10,A,2,殺球,1.0,,1.0,8.0,778.0,629.0,2.0,8.0,548.0,364.0,,,,,3.0,809.0,637.0,8.0,669.0,332.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally28_ball5_Smash.mp4
29,15.0,0:26:45,40126.0,18,11,A,2,長球,,,2.0,9.0,496.0,633.0,1.0,8.0,738.0,329.0,,,,,8.0,568.0,623.0,8.0,633.0,360.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally29_ball15_Clear.mp4
30,17.0,00:27:19,40984.0,18,12,B,2,長球,,,2.0,3.0,513.0,324.0,1.0,3.0,455.0,647.0,,,,,8.0,568.0,332.0,8.0,593.0,567.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally30_ball17_Clear.mp4
30,18.0,00:27:20,41016.0,18,12,A,2,長球,,,2.0,3.0,455.0,647.0,2.0,3.0,480.0,322.0,,,,,3.0,479.0,646.0,8.0,581.0,354.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally30_ball18_Clear.mp4
30,22.0,00:27:24,41123.0,18,12,A,2,長球,,,2.0,3.0,475.0,646.0,1.0,4.0,775.0,323.0,,,,,9.0,552.0,640.0,8.0,645.0,375.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally30_ball22_Clear.mp4
30,23.0,00:27:26,41162.0,18,12,B,2,長球,,1.0,2.0,4.0,775.0,323.0,1.0,4.0,881.0,654.0,,,,,8.0,693.0,335.0,8.0,629.0,571.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally30_ball23_Clear.mp4
31,2.0,00:27:51,41775.0,19,12,A,2,殺球,1.0,,1.0,8.0,777.0,626.0,2.0,8.0,544.0,358.0,,,,,9.0,771.0,647.0,8.0,662.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally31_ball2_Smash.mp4
32,3.0,00:28:10,42267.0,20,12,A,2,長球,1.0,,2.0,3.0,861.0,649.0,1.0,4.0,777.0,325.0,,,,,9.0,802.0,652.0,8.0,685.0,362.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally32_ball3_Clear.mp4
32,7.0,00:28:15,42381.0,20,12,A,2,長球,,,2.0,4.0,447.0,645.0,1.0,3.0,489.0,326.0,,,,,9.0,494.0,652.0,8.0,595.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally32_ball7_Clear.mp4
32,8.0,00:28:16,42412.0,20,12,B,2,殺球,,,1.0,3.0,489.0,326.0,2.0,8.0,557.0,568.0,,,,,5.0,498.0,336.0,8.0,601.0,588.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally32_ball8_Smash.mp4
33,3.0,00:28:33,42841.0,20,13,A,2,長球,,,2.0,4.0,480.0,643.0,1.0,4.0,759.0,322.0,,,,,9.0,541.0,638.0,8.0,622.0,366.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally33_ball3_Clear.mp4
33,12.0,00:28:43,43079.0,20,13,B,3,殺球,,,2.0,8.0,576.0,364.0,1.0,6.0,447.0,619.0,對手落地致勝,落地致勝,B,,8.0,591.0,361.0,8.0,636.0,594.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally33_ball12_Smash.mp4
34,3.0,00:29:10,43753.0,20,14,B,2,長球,,,2.0,9.0,529.0,323.0,1.0,3.0,843.0,635.0,,,,,8.0,561.0,330.0,8.0,604.0,570.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally34_ball3_Clear.mp4
34,4.0,00:29:11,43783.0,20,14,A,3,殺球,1.0,,1.0,3.0,843.0,635.0,2.0,11.0,850.0,343.0,出界,對手出界,B,,3.0,809.0,639.0,8.0,660.0,348.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally34_ball4_Smash.mp4
35,2.0,00:29:25,44137.0,20,15,A,3,長球,1.0,,1.0,8.0,772.0,618.0,2.0,14.0,422.0,319.0,出界,對手出界,B,,9.0,742.0,641.0,8.0,650.0,367.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally35_ball2_Clear.mp4
36,6.0,00:29:41,44534.0,21,15,A,2,長球,,,2.0,9.0,494.0,636.0,1.0,9.0,746.0,327.0,,,,,9.0,539.0,632.0,8.0,620.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally36_ball6_Clear.mp4
36,7.0,00:29:42,44561.0,21,15,B,2,長球,1.0,,2.0,9.0,746.0,327.0,1.0,3.0,819.0,632.0,,,,,8.0,734.0,336.0,8.0,656.0,596.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally36_ball7_Clear.mp4
36,10.0,00:29:44,44612.0,21,15,A,2,殺球,,,1.0,8.0,521.0,562.0,2.0,8.0,565.0,355.0,,,,,8.0,623.0,589.0,8.0,662.0,359.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set1_rally36_ball10_Smash.mp4
36,14.0,00:29:47,44694.0,21,15,A,2,長球,,,2.0,4.0,480.0,639.0,1.0,5.0,512.0,329.0,,,,,9.0,508.0,641.0,8.0,646.0,363.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,1,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set1_rally36_ball14_Clear.mp4
1,3.0,00:32:22,48555.0,1,0,A,2,長球,1.0,,2.0,5.0,513.0,332.0,1.0,3.0,833.0,641.0,,,,,9.0,527.0,324.0,8.0,592.0,567.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Clear,01_set2_rally1_ball3_Clear.mp4
1,4.0,00:32:23,48587.0,1,0,B,3,殺球,,,2.0,3.0,833.0,641.0,1.0,12.0,849.0,326.0,出界,對手出界,A,,3.0,820.0,653.0,8.0,663.0,351.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set2_rally1_ball4_Smash.mp4
2,4.0,00:32:43,49083.0,1,1,B,3,殺球,,,1.0,8.0,651.0,620.0,2.0,8.0,695.0,342.0,對手落地致勝,落地致勝,B,,9.0,619.0,631.0,8.0,622.0,343.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set2_rally2_ball4_Smash.mp4
5,3.0,00:33:34,50362.0,1,4,B,3,殺球,1.0,,1.0,8.0,492.0,619.0,2.0,6.0,822.0,355.0,對手落地致勝,落地致勝,B,,9.0,524.0,635.0,8.0,628.0,361.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set2_rally5_ball3_Smash.mp4
7,12.0,00:34:21,51543.0,2,5,B,2,殺球,1.0,,1.0,8.0,687.0,616.0,2.0,8.0,685.0,360.0,,,,,9.0,668.0,632.0,8.0,636.0,350.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set2_rally7_ball12_Smash.mp4
7,18.0,00:34:27,51690.0,2,5,B,3,殺球,1.0,,1.0,4.0,457.0,638.0,2.0,6.0,801.0,368.0,對手落地致勝,落地致勝,B,,4.0,438.0,647.0,8.0,601.0,357.0,0,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,2,Fuzhou Open 2019,2019,Kento MOMOTA,CHOU Tien Chen,Smash,01_set2_rally7_ball18_Smash.mp4
